Country,Year,Status,Alcohol,percentageexpenditure,HepatitisB,Measles,BMI,Polio,Totalexpenditure,Diphtheria,HIV/AIDS,thinness1-19years,thinness5-9years,Incomecompositionofresources
Belize,2011,Developing,6.64,605.6286892,95,0,47.8,95,5.61,95,0.5,3.5,3.4,0.7
Belize,2010,Developing,6.76,569.9527122,96,0,47,96,5.85,96,0.2,3.5,3.4,0.7
Belize,2009,Developing,6.85,549.8096097,97,0,46.3,98,5.81,97,0.3,3.5,3.4,0.7
Belize,2008,Developing,7.22,51.25232422,94,0,45.7,94,5.9,94,0.1,3.5,3.4,0.699
Belize,2007,Developing,7.24,69.63051047,96,0,45,97,4.76,96,0.6,3.5,3.5,0.7
Belize,2006,Developing,6.48,387.3324928,98,0,44.4,98,4.4,98,0.6,3.6,3.5,0.692
Belize,2005,Developing,6.25,365.799896,96,0,43.8,96,4.45,96,0.8,3.6,3.5,0.695
Belize,2004,Developing,6.2,325.6807462,97,0,43.2,97,4.39,97,0.8,3.6,3.5,0.691
Belize,2003,Developing,5.67,312.7995946,96,0,42.6,95,4.53,96,1.5,3.6,3.6,0.684
Belize,2002,Developing,4.99,262.8299189,97,0,42,93,4.38,89,0.1,3.7,3.6,0.678
Belize,2001,Developing,4.9,251.6586929,96,0,41.4,96,4.5,96,0.4,3.7,3.7,0.677
Belize,2000,Developing,4.79,219.0239836,76,0,4.8,91,3.98,91,0.3,3.8,3.7,0.668
Benin,2015,Developing,,0,82,55,25.7,78,,82,1,6.9,6.8,0.481
Benin,2014,Developing,0.01,90.12206791,78,786,25.2,74,4.59,78,1.1,7.1,6.9,0.475
Benin,2013,Developing,0.01,87.4080423,77,637,24.6,73,4.59,77,1.2,7.2,7.1,0.466
Benin,2012,Developing,0.01,9.80407467,8,288,24.1,8,4.86,8,1.3,7.4,7.3,0.458
Benin,2011,Developing,1.4,110.2633619,75,426,23.5,77,5.37,75,1.4,7.6,7.5,0.454
Benin,2010,Developing,1.33,94.25737917,76,392,23,77,4.95,76,1.4,7.8,7.6,0.451
Benin,2009,Developing,1.16,71.01399249,79,1461,22.5,8,4.46,79,1.6,7.9,7.8,0.448
Benin,2008,Developing,1.28,7.615430126,75,928,22,77,4.2,75,1.8,8.1,8,0.444
Benin,2007,Developing,1.12,7.49281752,82,341,21.5,82,4.55,82,2,8.3,8.2,0.438
Benin,2006,Developing,1.19,75.91429496,74,176,21,76,4.75,74,2,8.5,8.4,0.434
Benin,2005,Developing,1.13,7.106997355,7,210,2.5,73,4.73,7,2.1,8.7,8.6,0.43
Benin,2004,Developing,1.15,10.73628066,75,262,2.1,74,4.56,72,2.1,8.9,8.8,0.423
Benin,2003,Developing,1.35,8.931827297,73,217,19.7,75,4.63,73,2.1,9.1,9,0.416
Benin,2002,Developing,1.23,40.48815233,15,1588,19.2,76,4.27,75,2.1,9.3,9.2,0.407
Benin,2001,Developing,1.29,45.33476384,,5859,18.8,77,4.69,76,2.1,9.5,9.4,0.395
Benin,2000,Developing,1.34,37.38182018,,4244,18.4,78,4.34,78,2,9.7,9.6,0.389
Bhutan,2015,Developing,,0,99,11,24.5,98,,99,0.5,15.4,16,0.604
Bhutan,2014,Developing,0.01,209.3921344,99,0,23.6,98,3.57,99,0.5,15.7,16.2,0.596
Bhutan,2013,Developing,0.01,19.79057439,97,0,22.7,97,3.83,97,0.6,15.9,16.5,0.589
Bhutan,2012,Developing,0.01,188.7373664,97,1,21.9,97,3.7,97,0.6,16.1,16.7,0.581
Bhutan,2011,Developing,0.23,289.8524057,95,10,21.1,95,4.73,95,0.5,16.3,17,0.572
Bhutan,2010,Developing,0.28,244.0391949,91,21,2.3,92,5.17,91,0.5,16.6,17.3,0
Bhutan,2009,Developing,0.17,27.48907048,93,6,19.5,93,6.3,93,0.4,16.8,17.5,0
Bhutan,2008,Developing,0.21,302.667579,96,7,18.8,96,6.58,96,0.4,17.1,17.8,0
Bhutan,2007,Developing,0.16,283.806236,95,11,18,93,5.88,95,0.3,17.3,18.1,0
Bhutan,2006,Developing,0.29,169.2023968,95,2,17.4,96,5.27,95,0.3,17.5,18.3,0
Bhutan,2005,Developing,0.73,145.5965445,95,11,16.7,95,5.28,95,0.3,17.8,18.6,0
Bhutan,2004,Developing,0.96,2.586698228,89,3,16.1,9,4.41,89,0.3,18,18.8,0
Bhutan,2003,Developing,0.52,19.15664091,95,0,15.5,96,4.9,95,0.2,18.3,19.1,0
Bhutan,2002,Developing,0.29,151.9755193,83,27,14.9,89,7.75,86,0.1,18.6,19.4,0
Bhutan,2001,Developing,0.14,8.574029812,89,756,14.4,88,5.91,88,0.1,18.9,19.6,0
Bhutan,2000,Developing,0.17,93.35872844,98,418,13.9,98,6.91,92,0.1,19.2,19.9,0
Bolivia(PlurinationalStateof),2015,Developing,,0,99,0,52.6,99,,99,0.1,1.2,1.1,0.671
Bolivia(PlurinationalStateof),2014,Developing,3.62,0,98,0,51.9,99,6.33,98,0.1,1.2,1.1,0.666
Bolivia(PlurinationalStateof),2013,Developing,3.78,0,94,0,51.2,95,5.96,94,0.1,1.2,1.1,0.661
Bolivia(PlurinationalStateof),2012,Developing,3.89,0,93,0,5.6,93,5.56,93,0.1,1.2,1.1,0.655
Bolivia(PlurinationalStateof),2011,Developing,3.93,0,95,0,49.9,95,5.49,95,0.2,1.2,1.1,0.649
Bolivia(PlurinationalStateof),2010,Developing,3.95,0,91,0,49.3,9,5.44,91,0.2,1.2,1.1,0.643
Bolivia(PlurinationalStateof),2009,Developing,3.87,0,93,0,48.6,92,5.76,93,0.2,1.2,1.1,0.636
Bolivia(PlurinationalStateof),2008,Developing,3.77,0,88,0,48,87,5,88,0.2,1.3,1.1,0.632
Bolivia(PlurinationalStateof),2007,Developing,3.47,0,84,0,47.3,85,4.96,84,0.2,1.3,1.2,0.626
Bolivia(PlurinationalStateof),2006,Developing,3.23,0,83,0,46.7,82,5.19,83,0.2,1.3,1.2,0.625
Bolivia(PlurinationalStateof),2005,Developing,2.86,0,85,0,46,84,5.67,85,0.2,1.3,1.2,0.622
Bolivia(PlurinationalStateof),2004,Developing,2.66,0,84,0,45.4,84,5.22,84,0.2,1.4,1.2,0.62
Bolivia(PlurinationalStateof),2003,Developing,2.37,0,8,0,44.7,82,5.3,88,0.2,1.4,1.3,0.617
Bolivia(PlurinationalStateof),2002,Developing,2.26,0,77,0,44,76,6.53,77,0.1,1.4,1.3,0.61
Bolivia(PlurinationalStateof),2001,Developing,2.2,0,77,0,43.3,71,6.31,71,0.1,1.5,1.4,0.607
Bolivia(PlurinationalStateof),2000,Developing,2.32,0,77,122,42.6,74,5.67,75,0.1,1.5,1.4,0.6
BosniaandHerzegovina,2015,Developing,,0,82,1677,55.8,74,,82,0.1,2.3,2.3,0.747
BosniaandHerzegovina,2014,Developing,4.03,732.8662491,89,3000,55.3,86,9.57,86,0.1,2.4,2.4,0.742
BosniaandHerzegovina,2013,Developing,4.12,75.61062911,91,0,54.7,87,9.46,89,0.1,2.4,2.4,0.735
BosniaandHerzegovina,2012,Developing,4.61,693.8226461,92,22,54.2,87,9.94,92,0.1,2.5,2.5,0.728
BosniaandHerzegovina,2011,Developing,4.64,7.959131146,88,10,53.7,89,9.71,88,0.1,2.6,2.5,0.711
BosniaandHerzegovina,2010,Developing,4.54,630.3883564,89,45,53.1,9,9.58,89,0.1,2.6,2.6,0.717
BosniaandHerzegovina,2009,Developing,4.75,645.021302,9,22,52.6,9,9.64,9,0.1,2.7,2.7,0.716
BosniaandHerzegovina,2008,Developing,5.13,66.04635027,88,8,52.1,92,8.58,91,0.1,2.8,2.7,0.71
BosniaandHerzegovina,2007,Developing,5.16,8.240355867,94,166,51.5,95,8.37,95,0.1,2.8,2.8,0.703
BosniaandHerzegovina,2006,Developing,4.82,38.25414065,9,17,51,91,8.28,87,0.1,2.9,2.8,0.697
BosniaandHerzegovina,2005,Developing,4.56,45.71354264,93,23,5.5,95,8.5,93,0.1,2.9,2.9,0
BosniaandHerzegovina,2004,Developing,4.25,3.479918859,36,28,49.9,87,9.4,84,0.1,3,3,0
BosniaandHerzegovina,2003,Developing,4.14,39.86518043,,18,49.4,87,7.94,87,0.1,3,3,0
BosniaandHerzegovina,2002,Developing,3.84,151.1399301,,28,48.8,86,7.1,8,0.1,3.1,3.1,0
BosniaandHerzegovina,2001,Developing,3.85,143.2947487,,0,48.2,92,7.16,91,0.1,3.2,3.2,0
BosniaandHerzegovina,2000,Developing,3.64,165.6168642,,43,47.6,87,7.9,85,0.1,3.3,3.2,0
Botswana,2015,Developing,,0,95,0,37.9,96,,95,2.2,6.4,6.1,0.698
Botswana,2014,Developing,0.01,662.802194,95,1,37.3,96,5.41,95,2.3,6.7,6.4,0.697
Botswana,2013,Developing,0.01,1.117811275,95,1,36.8,96,5.84,95,2.8,7,6.7,0.693
Botswana,2012,Developing,0.01,12.83447357,95,7,36.2,96,6.27,95,4.4,7.3,7,0.687
Botswana,2011,Developing,5.76,668.9562854,95,8,35.7,96,5.25,95,5.5,7.7,7.4,0.678
Botswana,2010,Developing,5.99,547.0386679,95,853,35.2,96,5.64,95,6.2,8,7.8,0.669
Botswana,2009,Developing,5.01,426.7855662,94,184,34.7,96,6.39,96,9,8.4,8.2,0.661
Botswana,2008,Developing,6.56,476.8625872,94,0,34.2,96,5.55,96,12.7,8.8,8.6,0.646
Botswana,2007,Developing,6.21,512.5887995,93,1,33.7,96,4.71,96,13.4,9.2,9,0.63
Botswana,2006,Developing,6.45,76.31867911,93,6,33.2,96,4.93,96,14.4,9.6,9.4,0.61
Botswana,2005,Developing,6.37,629.8425643,92,5,32.7,96,5.62,96,20.6,1,9.9,0.593
Botswana,2004,Developing,4.9,469.5823898,91,1,32.2,96,5.56,96,28.4,1.5,1.4,0.58
Botswana,2003,Developing,5.51,299.3671252,9,59,31.6,96,4.65,96,31.9,1.9,1.8,0.567
Botswana,2002,Developing,6.41,6.3300072,88,7,31.1,97,6.47,97,34.6,11.4,11.3,0.558
Botswana,2001,Developing,5.48,306.9527349,87,1,3.5,97,5.73,97,37.2,11.8,11.8,0.56
Botswana,2000,Developing,5.37,250.8916484,86,2672,29.9,97,4.64,97,38.8,12.3,12.2,0.559
Brazil,2015,Developing,,0,96,214,56.1,98,,96,0.1,2.7,2.6,0.754
Brazil,2014,Developing,7.32,83.16465362,96,876,55.3,96,8.32,93,0.1,2.7,2.7,0.747
Brazil,2013,Developing,7.24,916.270845,96,220,54.5,96,8.48,97,0.1,2.8,2.7,0.734
Brazil,2012,Developing,7.55,843.1946259,96,2,53.6,96,8.26,95,0.1,2.8,2.8,0.73
Brazil,2011,Developing,7.58,1084.999766,98,43,52.8,98,8.9,99,0.1,2.9,2.8,0.724
Brazil,2010,Developing,7.52,1111.191325,96,68,52,99,8.27,99,0.1,2.9,2.9,0.716
Brazil,2009,Developing,7.33,564.5233902,99,0,51.1,99,8.65,99,0.1,3,2.9,0.714
Brazil,2008,Developing,7.21,526.3780636,96,0,5.3,99,8.24,99,0.1,3,3,0.704
Brazil,2007,Developing,7.19,394.9321299,99,0,49.4,99,8.28,99,0.1,3.1,3,0.7
Brazil,2006,Developing,7.1,30.30374691,99,57,48.6,99,8.36,99,0.1,3.1,3.1,0.698
Brazil,2005,Developing,6.97,23.76370075,98,6,47.8,99,8.27,99,0.1,3.2,3.1,0.694
Brazil,2004,Developing,6.85,186.6090485,96,0,46.9,99,7.7,99,0.1,3.2,3.2,0.695
Brazil,2003,Developing,6.95,15.85781237,97,2,46.1,99,6.94,99,0.1,3.3,3.3,0.699
Brazil,2002,Developing,7,140.9824766,92,1,45.3,99,7.13,99,0.1,3.3,3.3,0.692
Brazil,2001,Developing,7.13,149.4802091,91,1,44.5,99,7.19,98,0.1,3.4,3.4,0.685
Brazil,2000,Developing,7.26,179.4777293,94,36,43.7,99,7.3,98,0.1,3.4,3.4,0.677
BruneiDarussalam,2015,Developing,,0,99,4,41.2,99,,99,0.1,5.7,5.1,0.864
BruneiDarussalam,2014,Developing,0.01,269.1432784,99,1,4.2,99,2.65,99,0.1,5.7,5.2,0.863
BruneiDarussalam,2013,Developing,0.01,2845.306444,98,0,39.2,99,2.61,99,0.1,5.8,5.2,0.86
BruneiDarussalam,2012,Developing,0.01,3192.634413,99,1,38.2,99,2.3,99,0.1,5.8,5.3,0.852
BruneiDarussalam,2011,Developing,0.97,295.7730171,93,4,37.2,99,2.25,97,0.1,5.9,5.4,0.846
BruneiDarussalam,2010,Developing,0.88,2218.364226,96,0,36.2,99,2.73,95,0.1,5.9,5.4,0.845
BruneiDarussalam,2009,Developing,0.25,1873.686852,96,2,35.2,99,2.85,99,0.1,6,5.5,0.841
BruneiDarussalam,2008,Developing,0.67,2538.941033,96,3,34.2,97,2.23,98,0.1,6.1,5.6,0.84
BruneiDarussalam,2007,Developing,0.85,2048.557422,97,0,33.2,95,2.32,99,0.1,6.2,5.7,0.84
BruneiDarussalam,2006,Developing,0.67,24.97532919,99,0,32.2,94,2.24,97,0.1,6.3,5.8,0.837
BruneiDarussalam,2005,Developing,0.16,179.7147814,99,9,31.2,93,2.62,94,0.1,6.4,5.9,0.834
BruneiDarussalam,2004,Developing,0.11,1504.30004,99,16,3.1,92,3.1,92,0.1,6.5,6,0.828
BruneiDarussalam,2003,Developing,0.12,1406.51194,99,24,29.1,99,3.9,92,0.1,6.6,6.1,0.823
BruneiDarussalam,2002,Developing,0.13,941.7036868,99,0,28,99,3.4,94,0.1,6.7,6.1,0.82
BruneiDarussalam,2001,Developing,0.47,1078.66244,99,11,27,99,3.6,97,0.1,6.8,6.2,0.819
BruneiDarussalam,2000,Developing,0.37,11.79686108,99,42,26.1,99,3.5,99,0.1,6.8,6.3,0.818
Bulgaria,2015,Developed,,0,92,0,65.7,91,,91,0.1,1.9,1.8,0.792
Bulgaria,2014,Developed,12.03,153.1400362,95,0,65.1,88,8.44,88,0.1,1.9,1.9,0.787
Bulgaria,2013,Developed,12.06,149.659879,95,14,64.5,95,7.93,95,0.1,1.9,1.9,0.781
Bulgaria,2012,Developed,10.99,851.450672,95,1,63.9,95,7.11,95,0.1,1.9,1.9,0.778
Bulgaria,2011,Developed,10.67,875.1495189,96,157,63.3,95,6.88,95,0.1,2,2,0.775
Bulgaria,2010,Developed,10.8,766.4454884,95,22004,62.7,94,7.24,94,0.1,2,2,0.77
Bulgaria,2009,Developed,10.93,661.5144334,96,2249,62.1,94,6.78,94,0.1,2,2.1,0.768
Bulgaria,2008,Developed,10.98,107.9826127,96,1,61.5,96,6.61,95,0.1,2.1,2.1,0.761
Bulgaria,2007,Developed,10.89,591.5100978,95,1,6.9,95,6.41,95,0.1,2.1,2.2,0.755
Bulgaria,2006,Developed,10.39,508.6304588,96,1,6.3,96,6.67,95,0.1,2.2,2.2,0.75
Bulgaria,2005,Developed,10.48,456.3404657,96,3,59.7,97,7.8,96,0.1,2.2,2.3,0.745
Bulgaria,2004,Developed,10.96,384.1473028,94,0,59.1,94,7.9,95,0.1,2.3,2.3,0.738
Bulgaria,2003,Developed,11.19,32.38616103,96,0,58.6,96,7.43,96,0.1,2.3,2.4,0.729
Bulgaria,2002,Developed,10.2,33.26778134,88,0,58.1,94,7.41,93,0.1,2.4,2.4,0.723
Bulgaria,2001,Developed,10.72,25.06262895,93,8,57.5,94,7.23,94,0.1,2.4,2.5,0.713
Bulgaria,2000,Developed,9.69,15.2357274,94,46,57,94,6.7,93,0.1,2.5,2.5,0.709
BurkinaFaso,2015,Developing,,0,91,99,19.4,91,,91,0.6,8,7.5,0.399
BurkinaFaso,2014,Developing,0.01,8.386339501,91,343,18.8,91,4.96,91,0.6,8.2,7.7,0.398
BurkinaFaso,2013,Developing,4.64,88.97040214,88,375,18.2,89,5.91,88,0.7,8.4,7.9,0.392
BurkinaFaso,2012,Developing,4.75,78.76987363,9,7362,17.7,9,5.33,9,0.8,8.6,8.1,0.384
BurkinaFaso,2011,Developing,4.51,85.55592906,91,860,17.1,9,5.17,91,0.9,8.8,8.4,0.377
BurkinaFaso,2010,Developing,4.55,90.46018236,91,2511,16.6,9,7.17,91,1,9,8.6,0.365
BurkinaFaso,2009,Developing,4.55,81.14304705,92,54118,16.1,91,7.41,92,1.1,9.3,8.8,0.356
BurkinaFaso,2008,Developing,4.5,107.7988339,93,395,15.6,92,6.77,93,1.5,9.5,9.1,0.345
BurkinaFaso,2007,Developing,4.58,73.92730583,89,12,15.1,93,6.63,89,1.7,9.8,9.3,0.334
BurkinaFaso,2006,Developing,4.73,64.24025208,76,125,14.6,94,6.58,86,2,1,9.6,0.325
BurkinaFaso,2005,Developing,4.88,8.769989329,,253,14.2,94,6.87,82,2.3,1.3,9.8,0
BurkinaFaso,2004,Developing,4.54,56.96108089,,77,13.7,83,6.45,79,2.5,1.5,1.1,0
BurkinaFaso,2003,Developing,4.58,41.60951275,,2946,13.3,83,5.61,79,2.9,1.7,1.3,0
BurkinaFaso,2002,Developing,4.53,3.195566831,,1744,12.9,69,5.26,69,3.2,11,1.6,0
BurkinaFaso,2001,Developing,4.56,23.1016899,,4174,12.5,62,4.85,62,3.6,11.2,1.8,0
BurkinaFaso,2000,Developing,3.71,19.83929597,,6074,12.2,45,5.6,45,4,11.4,11.1,0
Burundi,2015,Developing,,0,94,9,18.7,94,,94,0.7,7.3,7.2,0.406
Burundi,2014,Developing,0.01,41.25159038,95,0,18.2,95,7.54,95,0.7,7.4,7.3,0.404
Burundi,2013,Developing,0.01,40.15128458,96,0,17.6,96,8.3,96,1,7.4,7.4,0.398
Burundi,2012,Developing,0.01,38.73170505,96,49,17.1,96,8.21,96,1.2,7.5,7.5,0.393
Burundi,2011,Developing,4.16,3.595980333,96,129,16.6,95,8.58,96,1.5,7.6,7.6,0.385
Burundi,2010,Developing,4.16,31.14187566,96,495,16.1,94,8.82,96,1.9,7.7,7.7,0.361
Burundi,2009,Developing,4.05,2.030494673,94,305,15.7,96,6.96,94,2.4,7.8,7.8,0.336
Burundi,2008,Developing,4.33,15.99415192,92,173,15.2,89,7.86,92,2.9,7.9,7.9,0.319
Burundi,2007,Developing,4.54,1.72659515,99,43,14.8,93,1.3,99,3.4,8,8,0.309
Burundi,2006,Developing,4.5,21.24915339,92,784,14.5,88,11.49,92,3.8,8.1,8.2,0.29
Burundi,2005,Developing,5.54,1.747440948,87,0,14.1,82,9.84,87,4.3,8.2,8.3,0.286
Burundi,2004,Developing,5.72,11.22655347,83,2,13.8,76,7.1,83,4.8,8.4,8.4,0.279
Burundi,2003,Developing,5.84,6.545263634,,224,13.5,75,5.25,82,5.1,8.5,8.5,0.276
Burundi,2002,Developing,5.98,9.660010196,,1016,13.3,74,5.15,81,5.2,8.7,8.7,0.268
Burundi,2001,Developing,6.09,10.61917585,,0,13,72,4.96,81,5.3,8.8,8.8,0.268
Burundi,2000,Developing,6.61,9.696689164,,18363,12.8,71,4.98,8,5.2,9,8.9,0.268
Côted'Ivoire,2015,Developing,,0,83,65,28,81,,83,1.9,5.5,5.5,
Côted'Ivoire,2014,Developing,0.01,0,76,50,27.4,76,5.72,76,2,5.6,5.6,
Côted'Ivoire,2013,Developing,3.15,0,8,48,26.8,79,5.81,8,2.4,5.8,5.7,
Côted'Ivoire,2012,Developing,3.24,0,82,137,26.2,83,6.14,82,2.9,5.9,5.9,
Côted'Ivoire,2011,Developing,3.13,0,62,628,25.6,58,6.42,62,3.3,6.1,6,
Côted'Ivoire,2010,Developing,3.15,0,85,441,25,81,6.32,85,3.3,6.3,6.2,
Côted'Ivoire,2009,Developing,2.92,0,81,183,24.4,77,6.41,81,3.7,6.5,6.4,
Côted'Ivoire,2008,Developing,2.69,0,74,12,23.8,58,6.21,74,4.1,6.6,6.6,
Côted'Ivoire,2007,Developing,2.58,0,76,5,23.2,75,6.35,76,5.3,6.8,6.7,
Côted'Ivoire,2006,Developing,2.65,0,77,11,22.6,76,5.87,77,5.8,7,6.9,
Côted'Ivoire,2005,Developing,3.11,0,76,115,22.1,87,5.39,76,6.1,7.2,7.1,
Côted'Ivoire,2004,Developing,3.08,0,67,3466,21.5,76,5.24,67,6.5,7.3,7.3,
Côted'Ivoire,2003,Developing,3.12,0,63,4770,2.9,68,4.65,61,6.7,7.5,7.5,
Côted'Ivoire,2002,Developing,3.13,0,48,5882,2.4,7,4.47,64,6.9,7.7,7.7,
Côted'Ivoire,2001,Developing,3.15,0,1,5790,19.9,7,4.85,66,7,7.9,7.9,
Côted'Ivoire,2000,Developing,3.45,0,,5729,19.4,66,6,65,7.1,8.1,8.1,
CaboVerde,2015,Developing,,0,96,0,31.3,93,,93,0.2,6.6,6.6,0.646
CaboVerde,2014,Developing,0.01,414.0242418,97,0,3.5,95,4.76,95,0.2,6.8,6.7,0.643
CaboVerde,2013,Developing,0.01,325.6298627,94,0,29.7,93,4.29,93,0.2,6.9,6.9,0.643
CaboVerde,2012,Developing,0.01,33.55888998,94,0,29,94,4.61,94,0.3,7.1,7.1,0.636
CaboVerde,2011,Developing,5.07,4.409153436,9,0,28.2,9,4.6,9,0.3,7.3,7.2,0.632
CaboVerde,2010,Developing,4.75,286.8907303,98,0,27.5,99,4.83,99,0.4,7.4,7.4,0.627
CaboVerde,2009,Developing,4.45,339.9777364,98,0,26.8,99,4.24,99,0.4,7.6,7.6,0.621
CaboVerde,2008,Developing,4.16,360.6208825,98,0,26.2,99,3.96,99,0.4,7.8,7.8,0.615
CaboVerde,2007,Developing,5.28,345.463714,96,0,25.5,98,4.3,98,0.6,8.1,8,0.602
CaboVerde,2006,Developing,4.25,26.45133197,95,0,24.9,97,5.11,96,0.6,8.3,8.3,0.596
CaboVerde,2005,Developing,4.26,3.349816965,93,0,24.3,95,4.86,95,0.8,8.5,8.5,0.582
CaboVerde,2004,Developing,4.19,240.139715,91,0,23.7,94,5.6,93,0.8,8.7,8.7,0.574
CaboVerde,2003,Developing,4.16,209.0865,66,0,23.2,93,5,92,0.9,8.9,8.9,0.572
CaboVerde,2002,Developing,3.82,155.2072669,4,0,22.6,92,5.17,91,0.8,9.2,9.1,0.569
CaboVerde,2001,Developing,3.81,150.7434862,,0,22.1,91,5.19,9,0.8,9.4,9.3,0.562
CaboVerde,2000,Developing,3.49,122.5744699,,2,21.5,9,4.81,9,0.8,9.6,9.5,0
Cambodia,2015,Developing,,0,89,0,19.6,87,,89,0.2,1.9,1.9,0.558
Cambodia,2014,Developing,0.01,12.17952064,88,0,18.9,87,5.68,88,0.2,1.9,11,0.553
Cambodia,2013,Developing,0.01,8.758214538,83,0,18.2,66,5.93,83,0.2,11,11.1,0.546
Cambodia,2012,Developing,0.01,6.914723983,86,15,17.6,84,6.24,86,0.3,11,11.2,0.54
Cambodia,2011,Developing,2.12,60.18591771,88,722,17,87,5.64,88,0.3,11,11.2,0.533
Cambodia,2010,Developing,2.2,56.88416481,89,1156,16.4,88,5.95,89,0.5,11,11.3,0.519
Cambodia,2009,Developing,2.13,48.35423978,92,4779,15.9,95,6.36,94,0.6,11.1,11.4,0.52
Cambodia,2008,Developing,2.24,53.10009046,91,4211,15.3,91,5.55,91,0.7,11.2,11.4,0.511
Cambodia,2007,Developing,2.08,57.73516711,82,394,14.8,82,3.75,82,0.9,11.3,11.5,0.495
Cambodia,2006,Developing,2.03,51.50447119,8,188,14.3,8,4.48,8,1.1,11.4,11.6,0.483
Cambodia,2005,Developing,1.99,62.21817261,,264,13.9,82,5.84,82,1.4,11.5,11.6,0.47
Cambodia,2004,Developing,1.38,8.38611924,,352,13.5,86,6.43,85,1.7,11.6,11.7,0.458
Cambodia,2003,Developing,1.44,55.59543946,,653,13.1,69,6.74,69,1.9,11.6,11.7,0.445
Cambodia,2002,Developing,1.43,30.91060554,,1361,12.8,54,5.95,54,2.1,11.6,11.8,0.427
Cambodia,2001,Developing,1.71,27.68971051,,3761,12.4,59,5.7,6,2.2,11.6,11.8,0.412
Cambodia,2000,Developing,1.51,0.328418056,,12237,12.1,62,5.87,59,2.1,11.6,11.9,0.401
Cameroon,2015,Developing,,0,84,1809,29,83,,84,3.5,5.6,5.5,0.514
Cameroon,2014,Developing,0.01,61.39263642,87,831,28.4,86,4.1,87,3.7,5.7,5.7,0.507
Cameroon,2013,Developing,0.01,63.07890158,89,760,27.8,88,4.29,89,4,5.8,5.8,0.501
Cameroon,2012,Developing,0.01,68.55839112,85,609,27.2,85,4.34,85,4.6,5.9,5.9,0.496
Cameroon,2011,Developing,6.19,83.18071241,82,504,26.6,8,3.96,82,4.9,6,6,0.486
Cameroon,2010,Developing,6.15,100.8987451,84,240,26,83,5.28,84,5.5,6.1,6.2,0.48
Cameroon,2009,Developing,5.89,9.042540892,8,251,25.4,79,5.7,8,6.3,6.3,6.3,0.473
Cameroon,2008,Developing,5.9,68.7073044,84,495,24.9,82,5.18,84,6.7,6.4,6.5,0.466
Cameroon,2007,Developing,5.44,7.562892922,82,100,24.4,81,4.76,82,7,6.6,6.6,0.456
Cameroon,2006,Developing,5.22,0.962497052,81,196,23.8,78,4.69,81,7.2,6.7,6.8,0.456
Cameroon,2005,Developing,5.03,73.03276195,79,605,23.3,79,4.75,8,7.4,6.9,7,0.456
Cameroon,2004,Developing,4.71,7.177302132,,358,22.8,72,4.73,73,7.5,7,7.1,0.455
Cameroon,2003,Developing,4.64,67.63925302,,899,22.3,72,4.97,73,7.7,7.2,7.3,0.452
Cameroon,2002,Developing,4.58,53.70597428,,1448,21.8,66,4.86,66,7.8,7.4,7.5,0.452
Cameroon,2001,Developing,4.43,41.73629221,,23934,21.3,61,4.7,63,7.9,7.5,7.7,0.437
Cameroon,2000,Developing,3.91,4.720593531,,14629,2.9,57,4.48,62,7.7,7.7,7.8,0.433
Canada,2015,Developing,,0,55,195,67,91,,91,0.1,0.6,0.5,0.919
Canada,2014,Developing,8.1,102.1902168,55,418,66.4,91,1.45,91,0.1,0.5,0.5,0.912
Canada,2013,Developing,8.2,9733.228019,55,83,65.8,91,1.67,91,0.1,0.5,0.5,0.909
Canada,2012,Developing,8.3,9748.636237,7,10,65.3,99,1.78,95,0.1,0.5,0.5,0.907
Canada,2011,Developing,8.2,971.9280384,7,803,64.7,87,1.82,87,0.1,0.5,0.5,0.903
Canada,2010,Developing,8.4,8649.674911,56,99,64.1,88,11.2,89,0.1,0.5,0.4,0.898
Canada,2009,Developing,8.4,864.94993,42,14,63.6,89,11.17,91,0.1,0.5,0.4,0.898
Canada,2008,Developing,8.3,8433.936814,28,62,63,89,1.3,92,0.1,0.5,0.4,0.897
Canada,2007,Developing,8.3,7946.743581,14,101,62.5,9,9.83,94,0.1,0.5,0.4,0.894
Canada,2006,Developing,8.2,771.1817686,14,13,61.9,95,9.75,95,0.1,0.5,0.4,0.891
Canada,2005,Developing,8,6333.177967,14,6,61.3,93,9.57,93,0.1,0.5,0.4,0.886
Canada,2004,Developing,7.8,5513.329924,14,7,6.6,91,9.56,91,0.1,0.5,0.4,0.881
Canada,2003,Developing,7.7,4687.845565,14,15,6,88,9.54,91,0.1,0.5,0.4,0.877
Canada,2002,Developing,7.7,3895.856308,,6,59.3,88,9.37,88,0.1,0.5,0.4,0.872
Canada,2001,Developing,7.6,3665.089703,,34,58.5,88,9.1,89,0.1,0.5,0.4,0.867
Canada,2000,Developing,7.6,3787.49456,,206,57.8,88,8.67,89,0.1,0.5,0.5,0.864
CentralAfricanRepublic,2015,Developing,,0,47,150,22.7,47,,47,4.4,8.2,8.2,0.347
CentralAfricanRepublic,2014,Developing,0.01,53.43964323,47,210,22.1,47,4.2,47,4.5,8.4,8.3,0.345
CentralAfricanRepublic,2013,Developing,0.01,52.37766601,23,596,21.6,23,3.82,23,5.1,8.5,8.5,0.37
CentralAfricanRepublic,2012,Developing,0.01,7.344808214,47,141,21.2,47,3.62,47,5.1,8.7,8.6,0.366
