Country,Year,Status,GDP,Population,Schooling,Lifeexpectancy,AdultMortality,infantdeaths,under-fivedeaths
Maldives,2014,Developing,7716.2415,41,12.7,78.2,62,0,0
Maldives,2013,Developing,7112.33575,393,12.4,77.9,64,0,0
Maldives,2012,Developing,6541.7465,385,12.1,77.6,65,0,0
Maldives,2011,Developing,6497.55443,377,11.8,77.3,67,0,0
Maldives,2010,Developing,633.79498,367,11.6,76.7,73,0,0
Maldives,2009,Developing,597.1659,36,11.8,76.3,75,0,0
Maldives,2008,Developing,5828.621374,362,11.8,75.9,81,0,0
Maldives,2007,Developing,52.862285,349,11.9,75.4,82,0,0
Maldives,2006,Developing,4428.522898,333,12,75,88,0,0
Maldives,2005,Developing,3488.493769,321,12.1,74.3,93,0,0
Maldives,2004,Developing,3853.33348,312,12.2,73.4,16,0,0
Maldives,2003,Developing,3432.247841,34,11.8,72.7,112,0,0
Maldives,2002,Developing,32.37239,297,12,71.8,124,0,0
Maldives,2001,Developing,298.67598,292,11.8,78,129,0,0
Maldives,2000,Developing,2182.99711,286,11.3,69.6,139,0,0
Mali,2015,Developing,729.725338,1746795,8.4,58.2,266,52,84
Mali,2014,Developing,825.5729915,16962846,8.2,57.8,272,52,85
Mali,2013,Developing,777.659139,16477818,8,57.3,275,53,86
Mali,2012,Developing,777.3476868,16667,7.7,57.2,27,53,88
Mali,2011,Developing,835.88998,1554989,7.5,56.8,271,54,90
Mali,2010,Developing,78.377632,157585,7.3,56.5,273,54,91
Mali,2009,Developing,697.153124,1466597,7.1,56,276,55,93
Mali,2008,Developing,689.6784228,14138216,5.8,55.5,278,55,94
Mali,2007,Developing,595.6368319,1367566,6.4,55,282,56,96
Mali,2006,Developing,521.6425796,1322764,6.1,54.3,288,57,98
Mali,2005,Developing,487.942556,12798763,5.8,53.6,29,57,101
Mali,2004,Developing,439.3572924,1239196,5.5,52.8,296,58,103
Mali,2003,Developing,391.791281,125128,5.2,52,299,59,106
Mali,2002,Developing,334.22416,11638929,4.9,51.2,31,60,108
Mali,2001,Developing,36.8473237,11293258,4.6,55,34,60,110
Mali,2000,Developing,269.3483829,196769,4.4,49.8,37,60,111
Malta,2015,Developed,23819.4636,431874,14.6,81.7,54,0,0
Malta,2014,Developed,2618.92599,427364,14.3,81.4,55,0,0
Malta,2013,Developed,2393.1888,423374,14.2,81.1,57,0,0
Malta,2012,Developed,2193.8836,419455,14.1,81,58,0,0
Malta,2011,Developed,22821.847,416268,14.8,87,59,0,0
Malta,2010,Developed,2187.79469,41458,14.6,83,62,0,0
Malta,2009,Developed,2675.58259,412477,14.4,82,63,0,0
Malta,2008,Developed,21928.767,49379,14.6,80,64,0,0
Malta,2007,Developed,19375.5696,46724,14.4,79.6,65,0,0
Malta,2006,Developed,16671.5672,4538,14.8,79.3,66,0,0
Malta,2005,Developed,15835.34667,43834,14.8,79,67,0,0
Malta,2004,Developed,1519.5497,41268,14.2,78.7,69,0,0
Malta,2003,Developed,13689.98999,398582,13.8,78.5,71,0,0
Malta,2002,Developed,11843.9392,395969,13.8,78.2,75,0,0
Malta,2001,Developed,1121.78636,39328,13.7,77.8,79,0,0
Malta,2000,Developed,1139.5651,3987,13.8,77.5,8,0,0
MarshallIslands,2013,Developing,3617.752354,,0,,,0,0
Mauritania,2015,Developing,1158.256469,4182341,8.5,63.1,25,8,12
Mauritania,2014,Developing,1326.66882,46392,8.5,63,26,8,12
Mauritania,2013,Developing,145.57838,394617,8.2,62.7,28,8,12
Mauritania,2012,Developing,1364.283745,383239,7.8,62.5,29,8,12
Mauritania,2011,Developing,1393.261593,3717672,7.7,62.2,212,8,12
Mauritania,2010,Developing,123.383675,369543,7.6,62,214,8,12
Mauritania,2009,Developing,146.83851,356288,7.1,61.7,215,8,12
Mauritania,2008,Developing,1167.535689,347541,7.2,61.4,217,8,12
Mauritania,2007,Developing,113.3128,3312665,7.4,61.2,219,8,12
Mauritania,2006,Developing,944.134851,322653,7.2,69,221,8,12
Mauritania,2005,Developing,697.7451989,31372,7.2,66,223,8,12
Mauritania,2004,Developing,62.547286,342823,6.7,64,224,8,12
Mauritania,2003,Developing,528.586613,2957117,6.6,63,226,8,12
Mauritania,2002,Developing,46.9542322,2873228,6.5,62,228,7,12
Mauritania,2001,Developing,464.229758,279729,6.5,61,229,7,12
Mauritania,2000,Developing,477.476124,279359,6.4,60,23,7,11
Mauritius,2015,Developing,9252.11724,126265,15.2,74.6,146,0,0
Mauritius,2014,Developing,1153.93822,126934,14.7,74.2,148,0,0
Mauritius,2013,Developing,9637.265,1258653,14.7,74.1,147,0,0
Mauritius,2012,Developing,9291.227619,1255882,14.3,73.9,154,0,0
Mauritius,2011,Developing,9197.26972,125244,14.1,73.6,158,0,0
Mauritius,2010,Developing,8.376432,1254,14,73.3,163,0,0
Mauritius,2009,Developing,7318.12641,1247429,13.8,72.8,166,0,0
Mauritius,2008,Developing,83.635,1244121,13.6,72.7,166,0,0
Mauritius,2007,Developing,6574.654338,123963,13.5,72.9,161,0,0
Mauritius,2006,Developing,5695.969327,1233996,13.4,71.8,165,0,0
Mauritius,2005,Developing,5116.45424,1228254,13,72.1,168,0,0
Mauritius,2004,Developing,5229.876738,12213,12.8,71.9,168,0,0
Mauritius,2003,Developing,4623.347642,121337,12.6,71.5,174,0,0
Mauritius,2002,Developing,3957.51296,124621,12.5,71.5,179,0,0
Mauritius,2001,Developing,3792.182152,1196287,12.2,71.5,177,0,0
Mauritius,2000,Developing,3861.32414,1186873,12.1,71,177,0,0
Mexico,2015,Developing,9143.128494,12589949,13.3,76.7,122,30,35
Mexico,2014,Developing,1452.27766,1242216,13.1,76.6,122,31,36
Mexico,2013,Developing,1298.86766,122535969,12.9,76.6,12,32,37
Mexico,2012,Developing,982.532572,1282837,12.7,76.3,123,33,38
Mexico,2011,Developing,9834.472689,119917,12.6,76.1,124,34,39
Mexico,2010,Developing,8959.581416,117318941,12.5,75.6,127,35,40
Mexico,2009,Developing,7748.12331,11555228,12.5,75.7,13,36,42
Mexico,2008,Developing,9689.52887,11366189,12.3,75.6,127,37,43
Mexico,2007,Developing,933.341687,111836346,12.3,76,123,38,45
Mexico,2006,Developing,8767.92258,1192378,12.2,75.8,125,40,47
Mexico,2005,Developing,7986.798439,18472228,12.2,75.3,126,42,49
Mexico,2004,Developing,7199.59665,16995583,12.1,75.4,124,44,52
Mexico,2003,Developing,6751.998987,1564453,11.9,75,127,46,55
Mexico,2002,Developing,716.8219,1435568,11.6,75,127,49,58
Mexico,2001,Developing,731.378864,136768,11.6,75,126,52,62
Mexico,2000,Developing,672.92113,11719673,11.4,74.8,129,55,66
Micronesia(FederatedStatesof),2015,Developing,,,11.7,69.4,166,0,0
Micronesia(FederatedStatesof),2014,Developing,,,11.7,69.4,164,0,0
Micronesia(FederatedStatesof),2013,Developing,,,11.7,69.2,166,0,0
Micronesia(FederatedStatesof),2012,Developing,,,11.7,69,168,0,0
Micronesia(FederatedStatesof),2011,Developing,,,11.7,68.9,169,0,0
Micronesia(FederatedStatesof),2010,Developing,,,11.5,68.7,171,0,0
Micronesia(FederatedStatesof),2009,Developing,,,11.4,68.5,172,0,0
Micronesia(FederatedStatesof),2008,Developing,,,11.2,68.4,174,0,0
Micronesia(FederatedStatesof),2007,Developing,,,11,68.2,175,0,0
Micronesia(FederatedStatesof),2006,Developing,,,10.9,68,176,0,0
Micronesia(FederatedStatesof),2005,Developing,,,10.7,67.9,178,0,0
Micronesia(FederatedStatesof),2004,Developing,,,10.5,67.7,179,0,0
Micronesia(FederatedStatesof),2003,Developing,,,10.4,67.5,18,0,0
Micronesia(FederatedStatesof),2002,Developing,,,10.2,66.2,21,0,0
Micronesia(FederatedStatesof),2001,Developing,,,10.1,67.2,183,0,0
Micronesia(FederatedStatesof),2000,Developing,,,0,67,185,0,0
Monaco,2013,Developing,,,,,,0,0
Mongolia,2015,Developing,3944.1839,2976877,14.8,68.8,222,1,1
Mongolia,2014,Developing,4181.583321,2923896,14.8,68.4,225,1,1
Mongolia,2013,Developing,4385.379355,286917,14.7,68.1,227,1,1
Mongolia,2012,Developing,4368.82248,2814226,14.7,67.8,231,1,2
Mongolia,2011,Developing,3769.595255,2761516,14.6,67.3,235,1,2
Mongolia,2010,Developing,265.353659,271265,14.3,66.3,25,1,2
Mongolia,2009,Developing,1717.898761,2668289,13.8,66.9,235,1,2
Mongolia,2008,Developing,2139.625631,2628131,13.4,67.4,225,2,2
Mongolia,2007,Developing,1634.81431,259167,13,65.9,26,2,2
Mongolia,2006,Developing,1334.651896,255812,12.7,65,271,2,2
Mongolia,2005,Developing,998.8226671,2526446,11.8,64.5,274,2,2
Mongolia,2004,Developing,797.8377432,2496832,11.2,64,284,2,2
Mongolia,2003,Developing,646.561295,2469286,10.5,64,271,2,2
Mongolia,2002,Developing,571.51883,2443659,10.1,63.8,263,2,2
Mongolia,2001,Developing,524.145924,2419776,9.4,63.2,266,2,3
Mongolia,2000,Developing,474.2133361,2397436,8.9,62.8,274,2,3
Montenegro,2015,Developing,6461.192554,622159,15.1,76.1,16,0,0
Montenegro,2014,Developing,7378.345289,62181,15.1,75.9,17,0,0
Montenegro,2013,Developing,7186.429787,62127,15.1,75.8,19,0,0
Montenegro,2012,Developing,6586.71929,6261,15.1,75.6,11,0,0
Montenegro,2011,Developing,7318.742449,6279,15.1,75.4,113,0,0
Montenegro,2010,Developing,6682.281158,619428,15,75.3,115,0,0
Montenegro,2009,Developing,6698.79439,618294,14.6,75,117,0,0
Montenegro,2008,Developing,7325.73474,616969,14.2,74.6,121,0,0
Montenegro,2007,Developing,5957.145693,615875,13.6,74.2,125,0,0
Montenegro,2006,Developing,4383.59597,61525,13.2,73.8,13,0,0
Montenegro,2005,Developing,3674.617924,614261,12.8,73.6,133,0,0
Montenegro,2004,Developing,338.199535,613353,12.6,73.5,134,0,0
Montenegro,2003,Developing,2789.1735,612267,0,73.5,134,0,0
Montenegro,2002,Developing,216.243274,69828,0,73.4,136,0,0
Montenegro,2001,Developing,199.583957,67389,0,73.3,136,0,0
Montenegro,2000,Developing,1627.42893,6495,0,73,144,0,0
Morocco,2015,Developing,2847.285569,3483322,12.1,74.3,95,17,20
Morocco,2014,Developing,3154.513484,3431882,12.1,74.1,96,18,21
Morocco,2013,Developing,3111.762887,33824769,12.1,73.9,97,18,21
Morocco,2012,Developing,294.746728,33333789,11.6,73.6,99,19,22
Morocco,2011,Developing,339.91616,32858823,11.2,73.3,14,19,22
Morocco,2010,Developing,2834.2472,3249639,10.7,72.8,11,20,23
Morocco,2009,Developing,2861.5545,31989897,10.5,72.3,116,20,23
Morocco,2008,Developing,2884.94776,31596855,10.3,71.8,123,21,24
Morocco,2007,Developing,2494.353552,31225881,10,71.4,128,21,25
Morocco,2006,Developing,2191.478567,3869346,10,71,133,22,25
Morocco,2005,Developing,213.755559,35217,9.8,77,137,22,26
Morocco,2004,Developing,1948.812275,3179285,9.6,72,142,23,27
Morocco,2003,Developing,1721.973863,29843937,9.3,69.9,146,24,28
Morocco,2002,Developing,1413.757176,29512368,8.8,69.5,15,25,29
Morocco,2001,Developing,1336.775376,29181832,8.5,69,155,26,30
Morocco,2000,Developing,1332.382358,28849621,8,68.6,16,27,32
Mozambique,2015,Developing,528.3125597,281691,9.1,57.6,355,60,81
Mozambique,2014,Developing,623.2871141,27212382,9.1,56.7,375,61,84
Mozambique,2013,Developing,65.985681,26434372,9.1,55.3,46,62,87
Mozambique,2012,Developing,566.513873,2567666,9.2,54.8,48,64,90
Mozambique,2011,Developing,526.5313517,249395,9.5,54.3,47,66,94
Mozambique,2010,Developing,419.2258149,2422145,9.3,54,47,69,98
Mozambique,2009,Developing,463.852618,2352463,9.2,53.8,4,70,101
Mozambique,2008,Developing,53.127719,22846758,8.8,53.2,45,72,104
Mozambique,2007,Developing,422.1461573,22188387,8.2,52.1,425,74,108
Mozambique,2006,Developing,385.7567141,21547463,7.9,51.2,434,78,113
Mozambique,2005,Developing,369.1545359,29237,7.3,58,434,80,117
Mozambique,2004,Developing,336.3318145,231275,7,54,429,82,120
Mozambique,2003,Developing,283.8911588,19716598,6.7,51,424,85,124
Mozambique,2002,Developing,262.884551,19139658,6.2,49.8,416,87,127
Mozambique,2001,Developing,256.4414872,18588758,5.8,49.5,48,90,132
Mozambique,2000,Developing,277.6486591,1867687,5.4,49,43,93,136
Myanmar,2015,Developing,1194.59137,5243669,9.1,66.6,199,39,50
Myanmar,2014,Developing,1262.893782,51924182,9.1,66.4,21,40,52
Myanmar,2013,Developing,1168.83947,51448196,9.1,66.2,22,42,55
Myanmar,2012,Developing,1171.58257,5986514,9.1,65.9,25,44,58
Myanmar,2011,Developing,1186.423937,555331,9.1,65.6,27,47,61
Myanmar,2010,Developing,987.7365832,5155896,8.8,65.4,29,49,65
Myanmar,2009,Developing,741.777116,49869,8.5,65.2,211,52,69
Myanmar,2008,Developing,643.951373,49479752,8.2,59.2,296,59,96
Myanmar,2007,Developing,41.451,49171586,8.1,64.5,217,58,78
Myanmar,2006,Developing,296.97284,48846474,8,64.2,22,61,83
Myanmar,2005,Developing,247.24276,48482614,7.9,63.9,224,64,87
Myanmar,2004,Developing,219.8156688,487377,7.8,63.5,228,66,90
Myanmar,2003,Developing,219.782326,47624894,7.7,63.2,231,69,93
Myanmar,2002,Developing,143.77651,471422,7.6,62.8,235,71,96
Myanmar,2001,Developing,138.9249275,46627994,7.6,62.5,239,72,98
Myanmar,2000,Developing,193.187484,4695462,7.5,62.1,243,73,100
Namibia,2015,Developing,4737.66996,2425561,11.7,65.8,248,2,3
Namibia,2014,Developing,5421.343953,237992,11.7,65.9,242,2,3
Namibia,2013,Developing,5488.131712,231652,11.6,66.1,232,3,3
Namibia,2012,Developing,5749.44752,2263934,11.5,65.8,232,3,4
Namibia,2011,Developing,56.971392,2215621,11.5,64.3,268,3,4
Namibia,2010,Developing,5191.58381,217317,11.4,63,299,3,4
Namibia,2009,Developing,4153.497885,21374,11.4,62.4,36,3,4
Namibia,2008,Developing,429.6561,216375,11.3,61.7,317,3,4
Namibia,2007,Developing,422.51968,279915,11.3,60,356,3,4
Namibia,2006,Developing,3881.29535,255734,11.4,57,431,3,4
Namibia,2005,Developing,3573.146387,232196,11.6,55.1,477,3,4
Namibia,2004,Developing,3288.257373,29228,11.7,54.7,483,3,4
Namibia,2003,Developing,2482.36862,1986535,11.7,55,471,3,4
Namibia,2002,Developing,1713.47594,1962147,11.8,55.7,452,3,4
Namibia,2001,Developing,1834.29486,1933596,11.7,56.5,426,3,4
Namibia,2000,Developing,257.99557,1899257,11.5,57.4,41,3,4
Nauru,2013,Developing,136.18321,,9.6,,,0,0
Nepal,2015,Developing,743.7653489,28656282,12.2,69.2,165,17,21
Nepal,2014,Developing,76.2386977,28323241,12.4,69.6,158,18,22
Nepal,2013,Developing,688.6172788,2798531,12.3,69.3,162,19,24
Nepal,2012,Developing,681.7925868,27649925,12.3,68.9,167,20,25
Nepal,2011,Developing,692.1166842,27327147,12,68.4,172,22,27
Nepal,2010,Developing,592.1835216,2723137,11.1,68,178,23,30
Nepal,2009,Developing,48.7299,2674113,10.5,67.5,183,25,32
Nepal,2008,Developing,473.844449,26475859,10.1,67,189,27,35
Nepal,2007,Developing,393.8843518,26214847,10,66.6,194,29,38
Nepal,2006,Developing,348.6314534,2594618,9.6,66,21,31,41
Nepal,2005,Developing,317.89198,2564287,9.4,65.4,28,33,44
Nepal,2004,Developing,287.4156,2539449,9.3,64.7,218,35,47
Nepal,2003,Developing,253.72412,2495623,9.2,64.3,22,38,50
Nepal,2002,Developing,246.375621,24566342,8.6,63.1,238,40,54
Nepal,2001,Developing,248.6183539,24161777,9,63.2,23,43,58
Nepal,2000,Developing,231.42554,2374911,8.9,62.5,238,46,62
Netherlands,2015,Developed,44292.88473,16939923,18.1,81.9,57,1,1
Netherlands,2014,Developed,52157.4687,168658,18.1,81.7,58,1,1
Netherlands,2013,Developed,51574.48942,1684432,18.1,81.4,6,1,1
Netherlands,2012,Developed,49474.7561,16754962,18.1,81.1,62,1,1
Netherlands,2011,Developed,5354.6536,1669374,17.2,81.1,63,1,1
Netherlands,2010,Developed,5338.25483,16615394,17,88,64,1,1
Netherlands,2009,Developed,519.349,1653388,16.9,86,65,1,1
Netherlands,2008,Developed,56928.8248,16445593,16.8,83,68,1,1
Netherlands,2007,Developed,51241.31562,16381696,16.6,82,68,1,1
Netherlands,2006,Developed,44453.97119,1634611,16.5,79.8,71,1,1
Netherlands,2005,Developed,41577.169,16319868,16.4,79.4,72,1,1
Netherlands,2004,Developed,39954.64222,16281779,16.5,79.2,77,1,1
Netherlands,2003,Developed,35245.1647,1622532,16.5,78.7,8,1,1
Netherlands,2002,Developed,28817.32321,16148929,16.9,78.4,81,1,1
Netherlands,2001,Developed,26584.12169,164618,16.7,78.3,82,1,1
Netherlands,2000,Developed,25921.12794,15925513,16.5,78.1,84,1,1
NewZealand,2015,Developed,3821.8937,,19.2,81.6,66,0,0
NewZealand,2014,Developed,4453.24673,,19.2,81.5,67,0,0
NewZealand,2013,Developed,42889.88141,,19.3,81.3,69,0,0
NewZealand,2012,Developed,3997.25624,,19.5,81.1,7,0,0
NewZealand,2011,Developed,38426.5581,,19.7,86,72,0,0
NewZealand,2010,Developed,33691.34837,,20.3,89,71,0,0
NewZealand,2009,Developed,282.94193,,19.3,85,73,0,0
NewZealand,2008,Developed,31287.77865,,19.5,81,75,0,0
NewZealand,2007,Developed,3259.73471,,19.2,81,76,0,0
NewZealand,2006,Developed,2667.86452,,19.1,79.9,76,0,0
NewZealand,2005,Developed,2775.89515,,18.9,79.9,78,0,0
NewZealand,2004,Developed,2542.39935,,18.4,79.2,79,0,0
NewZealand,2003,Developed,21913.7817,,18.2,79.1,82,0,0
NewZealand,2002,Developed,16874.31232,,17.5,78.7,83,0,0
NewZealand,2001,Developed,13882.85683,,17.4,78.5,83,0,0
NewZealand,2000,Developed,13641.1272,,17.2,78.6,87,0,0
Nicaragua,2015,Developing,295.966488,68235,11.7,74.8,145,2,2
Nicaragua,2014,Developing,1975.46477,613997,11.6,74.5,148,2,3
Nicaragua,2013,Developing,1847.19849,5945747,11.5,73.9,157,2,3
Nicaragua,2012,Developing,1792.3845,587718,11.5,73.9,157,2,3
Nicaragua,2011,Developing,1682.957924,58782,11.5,74.5,147,3,3
Nicaragua,2010,Developing,1526.497938,5737723,11.4,73.2,154,3,3
Nicaragua,2009,Developing,1464.497754,5666581,11.3,73.2,163,3,3
Nicaragua,2008,Developing,1518.85386,559456,11.1,72.5,169,3,3
Nicaragua,2007,Developing,1344.31871,552216,11,72.5,173,3,4
Nicaragua,2006,Developing,124.992617,545211,11,73,17,3,4
Nicaragua,2005,Developing,1175.116225,5379328,11,71.2,194,3,4
Nicaragua,2004,Developing,191.55157,53973,11,71,194,4,4
Nicaragua,2003,Developing,115.565314,524879,11,76,198,4,5
Nicaragua,2002,Developing,11.147277,5171734,10.7,75,197,4,5
Nicaragua,2001,Developing,143.6758,5175,10.4,73,193,4,5
Nicaragua,2000,Developing,116.2743,526796,10.1,73,192,4,5
Niger,2015,Developing,358.99731,19896965,5.4,61.8,22,49,87
Niger,2014,Developing,43.646498,19148219,5.3,61.4,223,49,88
Niger,2013,Developing,416.14838,18426372,5.3,69,227,49,89
Niger,2012,Developing,391.515524,17731634,5.1,63,232,49,90
Niger,2011,Developing,375.5819866,1764636,4.8,59.4,241,50,93
Niger,2010,Developing,348.151511,16425578,4.5,58.2,252,50,95
Niger,2009,Developing,341.2894618,15813913,4.2,57.1,263,51,99
Niger,2008,Developing,354.8185998,15228525,4,56,272,52,102
Niger,2007,Developing,292.55962,14668338,3.8,55.2,276,53,106
Niger,2006,Developing,258.463873,1413264,3.7,54.5,277,54,110
Niger,2005,Developing,25.383731,13618449,3.5,53.7,278,55,114
Niger,2004,Developing,232.5661574,1312712,3.1,52.9,279,56,118
Niger,2003,Developing,215.8548,1265687,3,52.1,28,56,121
Niger,2002,Developing,177.828384,12262,2.9,51.4,282,57,124
Niger,2001,Developing,165.257247,11771976,2.9,56,283,57,127
Niger,2000,Developing,158.455972,11352973,2.8,50,284,58,128
Nigeria,2015,Developing,2655.157977,181181744,10,54.5,344,483,747
Nigeria,2014,Developing,3221.678128,1764652,10,53.6,362,490,759
Nigeria,2013,Developing,2996.96432,17182933,9.8,53.2,367,498,773
Nigeria,2012,Developing,2755.297787,167297284,9.7,52.7,374,505,788
Nigeria,2011,Developing,2527.9423,16287776,9.6,52.3,375,513,802
Nigeria,2010,Developing,2327.3267,158578261,9.5,52,374,521,817
Nigeria,2009,Developing,197.661422,15442181,9.3,51.6,376,527,832
Nigeria,2008,Developing,1383.893354,1534739,9.2,59,386,536,848
Nigeria,2007,Developing,1136.829645,14641724,9.1,55,388,542,863
Nigeria,2006,Developing,119.743286,14261494,9,49.8,396,549,879
Nigeria,2005,Developing,87.8938738,138939478,8.9,49.2,4,556,893
Nigeria,2004,Developing,648.815852,135393616,8.5,48.5,47,563,907
Nigeria,2003,Developing,512.65719,131972533,8.1,48.1,41,567,918
Nigeria,2002,Developing,459.4572117,12866671,7.7,47.7,49,571,928
Nigeria,2001,Developing,351.7996666,125463434,8,47.4,48,574,936
Nigeria,2000,Developing,379.1193264,1223529,7.6,47.1,45,576,943
Niue,2013,Developing,,,,,,0,0
Norway,2015,Developed,7455.24654,518867,17.7,81.8,59,0,0
Norway,2014,Developed,975.49856,5137232,17.7,81.6,61,0,0
Norway,2013,Developed,1291.435,579623,17.5,81.5,62,0,0
Norway,2012,Developed,11563.727,518573,17.6,81.3,61,0,0
Norway,2011,Developed,1574.9861,495388,17.6,81.1,67,0,0
Norway,2010,Developed,87646.75346,4889252,17.4,81,66,0,0
Norway,2009,Developed,817.77681,4828726,17.4,89,67,0,0
Norway,2008,Developed,9688.5961,4768212,17.6,86,67,0,0
Norway,2007,Developed,85128.65759,479153,17.6,85,67,0,0
Norway,2006,Developed,74114.69715,466677,17.5,84,7,0,0
Norway,2005,Developed,66775.3944,4623291,17.6,81,73,0,0
Norway,2004,Developed,5757.26916,459191,17.5,79.8,77,0,0
Norway,2003,Developed,5111.65445,4564855,17.1,79.4,78,0,0
Norway,2002,Developed,4361.1538,4538159,17.1,78.9,81,0,0
Norway,2001,Developed,38549.58934,4513751,17.5,78.8,82,0,0
Norway,2000,Developed,38146.71539,449967,17.1,78.5,85,0,0
Oman,2015,Developing,16627.36433,,13.7,76.6,99,1,1
Oman,2014,Developing,2458.45226,,13.7,76.4,11,1,1
Oman,2013,Developing,21268.7564,,13.7,76.2,12,1,1
Oman,2012,Developing,22134.916,,13.7,76,14,1,1
Oman,2011,Developing,2986.36,,13.6,75.8,15,1,1
Oman,2010,Developing,1928.74739,,13.5,75.6,16,1,1
Oman,2009,Developing,16784.34616,,12.4,75.4,18,1,1
Oman,2008,Developing,2275.3536,,11.9,75.2,19,1,1
Oman,2007,Developing,1585.13226,,11.5,74.9,113,1,1
Oman,2006,Developing,1448.55,,11.6,74.7,115,1,1
Oman,2005,Developing,12376.97936,,11.5,74.3,118,1,1
Oman,2004,Developing,1129.28886,,11.5,74,122,1,1
Oman,2003,Developing,969.8126,,11.2,73.6,127,1,1
Oman,2002,Developing,8629.11774,,11,73.3,13,1,1
Oman,2001,Developing,8476.61511,,10.7,72.9,134,1,1
Oman,2000,Developing,861.18596,,10.4,72.6,138,1,1
Pakistan,2015,Developing,1431.244865,18938513,8.1,66.4,161,352,433
Pakistan,2014,Developing,1316.98966,185546257,7.8,66.2,162,359,442
Pakistan,2013,Developing,1272.44161,181712595,7.7,66,163,365,450
Pakistan,2012,Developing,1261.28967,177911533,7.6,65.7,165,369,456
Pakistan,2011,Developing,1226.215314,174184265,7.5,65.5,167,371,459
Pakistan,2010,Developing,14.142268,1756182,7.5,65.1,172,372,461
Pakistan,2009,Developing,16.63999,1674958,7.3,64.8,175,371,460
Pakistan,2008,Developing,139.31288,16364463,7.3,64.6,177,369,460
Pakistan,2007,Developing,95.4327931,16332974,6.7,64.4,178,367,459
Pakistan,2006,Developing,873.772727,15793993,6.5,64.2,179,365,458
Pakistan,2005,Developing,711.4699463,15399667,6.1,62.9,2,364,459
Pakistan,2004,Developing,649.848233,15783,5.6,63.7,183,364,461
Pakistan,2003,Developing,563.594342,1477341,5.6,63.5,185,366,466
Pakistan,2002,Developing,499.8633,144654143,5.5,63.2,187,371,474
Pakistan,2001,Developing,51.6568157,14161437,5.4,63,189,377,483
Pakistan,2000,Developing,533.8624114,138523285,5.3,62.8,19,385,495
Palau,2013,Developing,1932.12237,292,14.2,,,0,0
Panama,2015,Developing,13134.4367,3969249,13,77.8,118,1,1
Panama,2014,Developing,12593.7374,393986,13,77.6,119,1,1
Panama,2013,Developing,11685.97983,3838462,12.9,77.5,118,1,1
Panama,2012,Developing,1589.82713,3772938,12.8,77.2,12,1,1
Panama,2011,Developing,927.723171,377782,12.9,77.3,121,1,1
Panama,2010,Developing,7937.259931,3643222,12.8,76.5,122,1,2
Panama,2009,Developing,7429.628274,3579385,12.8,76.8,127,1,2
Panama,2008,Developing,6973.9284,3516268,12.8,76.5,127,1,2
Panama,2007,Developing,668.8667,345387,12.9,76.4,124,1,2
Panama,2006,Developing,5348.518399,339195,12.9,76.2,125,1,2
Panama,2005,Developing,4916.54886,333465,12.9,75.8,122,1,2
Panama,2004,Developing,4591.892776,3269541,12.8,75.8,123,1,2
Panama,2003,Developing,4267.13578,329174,12.8,75.5,126,1,2
Panama,2002,Developing,4126.14671,3149265,12.6,75.7,125,1,2
Panama,2001,Developing,446.372833,389684,12.4,75.5,124,2,2
Panama,2000,Developing,46.29935,33347,12.1,75.7,121,2,2
PapuaNewGuinea,2015,Developing,,7919825,10,62.9,275,10,12
PapuaNewGuinea,2014,Developing,2182.716565,7755785,10,62.7,278,10,13
PapuaNewGuinea,2013,Developing,229.95364,7592865,10,62.4,281,10,13
PapuaNewGuinea,2012,Developing,271.318741,743836,9.9,62.2,284,10,13
PapuaNewGuinea,2011,Developing,177.867119,7269348,9.9,62,285,10,13
PapuaNewGuinea,2010,Developing,1366.879112,718239,9.6,61.8,286,10,14
PapuaNewGuinea,2009,Developing,1166.66337,6947447,9.2,61.6,288,11,14
PapuaNewGuinea,2008,Developing,1178.72469,6787187,8.9,61.4,29,11,14
PapuaNewGuinea,2007,Developing,956.668952,6627922,8.6,61.1,295,11,14
PapuaNewGuinea,2006,Developing,854.346921,647272,8.2,68,299,11,14
PapuaNewGuinea,2005,Developing,77.5773486,631479,7.9,64,37,11,15
PapuaNewGuinea,2004,Developing,637.3616215,6161517,7.6,59.9,314,11,15
PapuaNewGuinea,2003,Developing,588.3582595,61724,7.2,59.6,321,11,14
PapuaNewGuinea,2002,Developing,511.665773,5862316,6.9,59.3,327,11,14
PapuaNewGuinea,2001,Developing,539.41528,5716152,6.6,59.1,331,11,14
PapuaNewGuinea,2000,Developing,631.9468526,5572222,6.2,58.9,335,11,14
Paraguay,2015,Developing,419.367724,6639119,12.3,74,146,2,3
Paraguay,2014,Developing,4712.822736,6552584,12.3,73.9,147,3,3
Paraguay,2013,Developing,4479.95858,646574,12.3,73.8,148,3,3
Paraguay,2012,Developing,3855.537735,6379219,12.3,73.6,148,3,3
Paraguay,2011,Developing,3988.11894,6293783,12.3,73.4,15,3,3
Paraguay,2010,Developing,3225.591754,629877,12.4,73.2,152,3,3
Paraguay,2009,Developing,2599.596259,6127837,12.1,73,155,3,3
Paraguay,2008,Developing,359.992184,647117,11.9,72.7,157,3,4
Paraguay,2007,Developing,2312.192926,5966159,12,72.5,159,3,4
Paraguay,2006,Developing,189.71539,5882796,12.1,72.3,161,3,4
Paraguay,2005,Developing,157.145691,5795494,12.3,72.1,163,3,4
